300.50	2.703939969706E-7
301.00	4.2283400603083E-7
301.50	9.9999999392253E-9
302.00	9.9999999392253E-9
302.50	1.2102499624689E-7
303.00	1.1408999966989E-7
303.50	1.1134199695562E-7
304.00	9.9999999392253E-9
304.50	4.9010702696251E-7
305.00	4.0104001186592E-7
305.50	3.1344700346381E-7
306.00	1.7247400307951E-7
306.50	1.3467899862007E-7
307.00	7.504269774472E-7
307.50	9.2832003417698E-8
308.00	3.3748199257388E-7
308.50	5.3328200522174E-8
309.00	3.5215001048527E-7
309.50	8.7373301482785E-8
310.00	9.9999999392253E-9
310.50	4.4996400561104E-7
311.00	2.2327900239816E-7
311.50	3.0395798944483E-7
312.00	2.6843900968743E-7
312.50	4.8311397904399E-7
313.00	4.4125400222583E-7
313.50	1.5093199579042E-7
314.00	5.6222899047498E-7
314.50	1.5471799486022E-7
315.00	5.2233801284274E-8
315.50	5.1581298521342E-7
316.00	3.7744900538428E-8
316.50	6.9285897552618E-7
317.00	1.8815799762706E-7
317.50	6.0702397775003E-8
318.00	7.8974898087836E-7
318.50	8.9230900357506E-7
319.00	5.2601399147534E-7
319.50	1.9602299516919E-7
320.00	3.5526500141714E-7
320.50	6.0782002719861E-7
321.00	1.2713600483494E-7
321.50	6.9676900693594E-7
322.00	2.701519861148E-7
322.50	2.8114800443291E-7
323.00	5.2997097554908E-7
323.50	4.6635400963169E-7
324.00	2.1257500293359E-7
324.50	6.3097201064011E-7
325.00	3.2453800713483E-7
325.50	1.6221299858898E-7
326.00	4.684360135343E-7
326.50	5.5909197271831E-7
327.00	2.8323799483587E-7
327.50	3.5420001154307E-7
328.00	4.3843999719684E-7
328.50	4.067780139394E-7
329.00	3.4766198808711E-8
329.50	7.2451200594514E-7
330.00	3.6471501374535E-8
330.50	4.5038299845146E-7
331.00	6.0696002890381E-8
331.50	1.0120199789299E-7
332.00	2.9211901164672E-7
332.50	6.9670898028562E-7
333.00	2.1385399406881E-7
333.50	1.5942200093377E-7
334.00	3.422240126838E-7
334.50	2.9476498752956E-7
335.00	4.1767199832066E-7
335.50	5.0669200390985E-7
336.00	1.9662300587697E-7
336.50	3.0308899567899E-7
337.00	3.3139099286927E-7
337.50	9.9999999392253E-9
338.00	3.2727700727264E-7
338.50	1.9600000200626E-7
339.00	4.9150298764289E-7
339.50	4.9046002459363E-7
340.00	6.1279797591851E-7
340.50	5.9804597185575E-7
341.00	2.1578600239991E-7
341.50	3.7653100548596E-7
342.00	2.2656800524601E-7
342.50	4.4181101088725E-7
343.00	4.5815198745913E-7
343.50	4.0426300529361E-7
344.00	4.5274600779521E-7
344.50	4.0319000049749E-7
345.00	1.086900027758E-7
345.50	2.3737699450521E-7
346.00	3.198960030204E-7
346.50	2.1105699943291E-7
347.00	4.3344499545128E-7
347.50	1.4840000517324E-7
348.00	4.4243100205676E-7
348.50	4.8452301371071E-7
349.00	3.7918800899206E-7
349.50	4.151359860316E-7
350.00	2.1396499505499E-7
350.50	2.3944900817696E-7
351.00	2.2425899715017E-7
351.50	2.3298599671762E-7
352.00	1.2606800225967E-7
352.50	4.1185799659615E-7
353.00	1.3933799891674E-7
353.50	4.50425005738E-7
354.00	2.6432999788994E-7
354.50	1.1340200245513E-7
355.00	3.430479864619E-7
355.50	4.2525800836302E-7
356.00	2.6428000410306E-7
356.50	3.4697399087236E-7
357.00	3.0519100846504E-7
357.50	2.706769919314E-7
358.00	2.048620046935E-7
358.50	6.9457701101783E-7
359.00	2.483330092673E-7
359.50	2.9217599717413E-7
360.00	2.8120700790168E-7
360.50	1.5112399864847E-7
361.00	1.554799951009E-7
361.50	1.5022999377834E-7
362.00	4.4828598788627E-7
362.50	2.14072002791E-7
363.00	3.1026701208248E-7
363.50	3.3662598752926E-7
364.00	1.8377099308964E-7
364.50	4.4426698764255E-7
365.00	2.4155301048268E-7
365.50	3.5565099665291E-7
366.00	3.2460800980516E-7
366.50	3.1501699027103E-7
367.00	2.8322799039415E-7
367.50	4.7013000425977E-7
368.00	3.6187199725646E-7
368.50	3.0530799222106E-7
369.00	8.4615500384189E-8
369.50	2.1427399587992E-7
370.00	7.3193497485136E-8
370.50	2.9803999268552E-7
371.00	3.1532300681647E-7
371.50	3.3798099252635E-7
372.00	2.4037998969106E-7
372.50	3.5900998796023E-7
373.00	2.11580001519E-7
373.50	2.5563099370629E-7
374.00	1.9497099401633E-7
374.50	1.828639994983E-7
375.00	1.9561500153031E-7
375.50	1.2100299784379E-7
376.00	2.1451600673572E-7
376.50	2.0673600431564E-7
377.00	4.0138098711395E-7
377.50	2.473960023508E-7
378.00	2.9625300612679E-7
378.50	2.5266800207646E-7
379.00	2.2582899816825E-7
379.50	3.0269700346253E-7
380.00	2.7345799935574E-7
380.50	3.1181599524643E-7
381.00	1.4116800173269E-7
381.50	2.2961299350754E-7
382.00	1.8645199872935E-7
382.50	2.1093599400501E-7
383.00	3.2709701258682E-7
383.50	2.1179400278015E-7
384.00	3.4998700471078E-7
384.50	4.0953699453894E-7
385.00	3.1263499522538E-7
385.50	2.0081699858565E-7
386.00	2.3982198626982E-7
386.50	3.9872698920362E-8
387.00	2.7535799063116E-7
387.50	4.2573398673085E-7
388.00	3.0985899002189E-7
388.50	3.0864998734614E-7
389.00	2.4568799972258E-7
389.50	2.9439900117723E-7
390.00	2.4996998604365E-7
390.50	4.0497499753656E-7
391.00	1.8503000376313E-7
391.50	2.1293800500644E-7
392.00	3.2819500006553E-7
392.50	2.4387699681938E-7
393.00	2.1356399315664E-7
393.50	1.5674299902457E-7
394.00	1.9356099301149E-7
394.50	3.1706099434814E-7
395.00	2.517919881484E-7
395.50	3.0188201094461E-7
396.00	2.5572100526006E-7
396.50	3.6514200019155E-7
397.00	2.3963301032381E-7
397.50	3.3208200989066E-7
398.00	2.7185899398319E-7
398.50	2.0129499489485E-7
399.00	2.6758800686366E-7
399.50	3.1390200661008E-7
400.00	3.7666501384592E-7
400.50	2.5024701244547E-7
401.00	4.2426600543877E-7
401.50	2.8035398713655E-7
402.00	3.5041000501224E-7
402.50	3.310489944397E-7
403.00	3.3001700217028E-7
403.50	1.9010199991953E-7
404.00	1.7848600464276E-7
404.50	3.2592001275589E-7
405.00	2.2164300617078E-7
405.50	2.3251899960997E-7
406.00	2.8692900855276E-7
406.50	1.120560000345E-7
407.00	2.4267799858535E-7
407.50	2.5311200602118E-7
408.00	2.0819300061703E-7
408.50	1.2729400111766E-7
409.00	2.8814500296903E-7
409.50	3.5865900827048E-7
410.00	3.693789949466E-7
410.50	2.8211400149303E-7
411.00	3.5124699593325E-7
411.50	2.7149201287102E-7
412.00	1.7402000196398E-7
412.50	1.0469099720467E-7
413.00	2.3396999893066E-7
413.50	3.0634200243185E-7
414.00	2.8974199040022E-7
414.50	2.8801699158976E-7
415.00	2.2330499405143E-7
415.50	2.8428999598873E-7
416.00	2.4536998921576E-7
416.50	3.1354900897895E-7
417.00	2.8484700465015E-7
417.50	3.0891300184521E-7
418.00	1.7659699835804E-7
418.50	2.8053901246494E-7
